,Price,Levy,Manufacturer,Model,Age Of Car,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
12637,15681,906.8381278879118,HYUNDAI,Sonata,8,9,0,5,2.4,180800,4,2,1,4-5,0,1,10
12638,7213,906.8381278879118,TOYOTA,Vitz,18,3,0,5,1,138000,4,0,1,4-5,1,12,2
12640,39201,906.8381278879118,MERCEDES-BENZ,E 220,10,9,1,1,2.2 Turbo,1000,4,2,2,4-5,0,1,12
12641,2666,1399.0,HONDA,Accord,10,9,1,5,3.5,241786,6,0,1,4-5,0,14,12
12642,14500,333.0,FORD,C-MAX,6,3,0,2,2,118400,4,3,1,4-5,0,12,12
12643,11604,488.0,CHEVROLET,Spark,4,9,1,5,1,28904,4,0,1,4-5,0,14,4
12644,28909,891.0,CHEVROLET,Malibu,4,9,1,5,2,108630,4,0,1,4-5,0,1,4
12645,24628,862.0,HYUNDAI,H1,9,7,1,1,2.5,47676,4,0,1,4-5,0,12,4
12646,12600,906.8381278879118,HONDA,Elysion,16,7,1,4,2.4,190000,4,2,1,4-5,1,14,10
12647,4861,1288.0,CHEVROLET,Captiva,13,4,1,1,2,54114,4,0,1,4-5,0,12,4
12648,30734,1053.0,MERCEDES-BENZ,E 350,6,9,1,1,3.5,200179,6,0,0,4-5,0,1,12
12649,15132,707.0,HYUNDAI,Sonata,9,9,1,5,2,155127,4,0,1,4-5,0,7,4
12650,20071,906.8381278879118,HYUNDAI,Elantra,8,9,1,5,1.8,58000,4,2,1,4-5,0,14,12
12651,15367,906.8381278879118,TOYOTA,Aqua,8,3,0,5,1.8,99000,4,0,1,4-5,0,1,0
12652,21953,765.0,HYUNDAI,Tucson,5,4,1,1,2,51722,4,0,1,4-5,0,14,4
12653,20385,906.8381278879118,NISSAN,Pathfinder,14,4,0,0,4,176000,6,0,0,4-5,0,0,6
12654,16935,906.8381278879118,HONDA,Crossroad,13,10,0,5,2,121000,4,0,0,4-5,1,12,4
12655,20385,584.0,VOLKSWAGEN,Jetta,6,9,1,5,1.8 Turbo,142400,4,2,1,4-5,0,14,8
12656,11133,906.8381278879118,MERCEDES-BENZ,320,20,9,1,1,3.2 Turbo,385000,6,2,2,4-5,0,12,6
12657,21856,906.8381278879118,HYUNDAI,Veloster TURBO,6,3,1,5,1.6 Turbo,51000,4,1,1,4-5,0,14,10
12659,14583,779.0,TOYOTA,Camry,7,9,1,2,2.5,131400,4,0,1,4-5,0,2,12
12660,1882,831.0,LEXUS,HS 250h,9,9,1,2,2.4,0,4,0,1,4-5,0,12,12
12661,52263,891.0,HYUNDAI,Santa FE,4,4,1,1,2,108025,4,0,1,4-5,0,1,4
12662,14426,530.0,NISSAN,Juke,7,4,1,5,1.6,110531,4,0,0,4-5,0,11,0
12664,10976,906.8381278879118,AUDI,A4 S4,12,9,1,5,2.0 Turbo,222222,4,2,0,4-5,0,7,8
12665,9408,906.8381278879118,HONDA,FIT,15,9,0,5,1.3,170000,4,3,1,4-5,1,12,4
12666,2509,1399.0,LEXUS,RX 450,10,4,1,2,3.5,315270,6,0,0,4-5,0,7,12
12667,2195,1586.0,FORD,Mustang,10,1,1,5,4,139966,6,0,2,2-3,0,11,12
12668,40092,831.0,SSANGYONG,Actyon,3,4,1,5,1.6,70087,4,0,1,4-5,0,2,4
12669,18817,906.8381278879118,MITSUBISHI,Pajero,18,4,0,5,3,167000,6,1,0,2-3,0,1,4
12670,40142,1811.0,LEXUS,GX 470,10,4,1,5,4.6,357246,8,0,0,4-5,0,7,0
12671,43905,917.0,BMW,535,7,9,1,5,3.0 Turbo,118000,6,2,2,4-5,0,14,10
12672,24148,906.8381278879118,TOYOTA,Aqua სასწრაფოდ,6,3,1,5,1.5,52000,4,2,1,4-5,0,1,8
12673,1019,333.0,FORD,Fusion,6,9,1,2,2,0,4,0,1,4-5,0,12,0
12674,15897,697.0,VOLKSWAGEN,Jetta SE,5,9,0,5,1.8 Turbo,51000,4,2,1,4-5,0,12,12
12675,2822,562.0,BUICK,Century,5,4,1,5,1.4,107358,4,0,1,4-5,0,1,12
12676,5331,1095.0,CHEVROLET,Captiva,12,4,1,1,2,45777,4,0,1,4-5,0,12,4
12677,26528,777.0,HYUNDAI,H1,6,7,1,1,2.5,183731,4,0,1,4-5,0,12,4
12678,5927,988.0,HYUNDAI,Elantra,13,9,1,1,1.5,53668,4,0,1,4-5,0,12,4
12679,3450,1624.0,MERCEDES-BENZ,E 350,11,9,1,1,3.5,109139,6,0,2,4-5,0,1,12
12680,39750,640.0,SSANGYONG,REXTON,7,4,1,1,2,53283,4,0,1,4-5,0,1,4
12681,4861,1104.0,BMW,M4,5,1,1,5,3,64338,6,0,2,2-3,0,14,12
12682,18817,609.0,TOYOTA,Camry,2,9,1,2,2.5,35058,4,0,1,4-5,0,14,12
12683,11133,394.0,TOYOTA,Camry,6,9,1,2,2.5,179381,4,0,1,4-5,0,1,12
12684,15367,584.0,HYUNDAI,Elantra,6,9,0,5,1.8,193600,4,0,1,4-5,0,12,0
12685,36711,642.0,HYUNDAI,Genesis,8,1,1,5,2,77231,4,0,1,4-5,0,7,4
12686,29504,639.0,CHEVROLET,Orlando,6,4,1,1,2,66883,4,0,1,4-5,0,7,4
12687,8000,906.8381278879118,MERCEDES-BENZ,E 320,23,9,0,0,3.2,280000,6,0,2,4-5,0,2,4
12688,11000,906.8381278879118,AUDI,A4,14,9,0,5,2,225000,2,0,0,4-5,0,7,6
12689,11290,906.8381278879118,AUDI,Allroad,19,4,1,5,2.7,210000,6,1,0,4-5,0,12,0
12690,15524,583.0,FORD,Focus se,2,9,0,5,1.0 Turbo,12459,3,0,1,4-5,0,1,8
12691,16107,503.0,TOYOTA,Aqua,8,3,1,5,1.5,138000,4,0,1,4-5,0,2,4
12693,17054,1185.0,HYUNDAI,H1,11,10,1,1,2.5,99076,4,0,1,4-5,0,12,4
12694,18817,586.0,TOYOTA,Prius V,8,10,0,5,1.8,174000,4,3,1,4-5,0,13,8
12696,6272,934.0,NISSAN,Altima,5,9,1,5,2.5,94632,4,0,1,4-5,0,14,12
12697,20385,687.0,NISSAN,Juke,10,4,1,5,1.6 Turbo,169022,4,2,0,4-5,0,1,8
12698,3450,1055.0,MERCEDES-BENZ,E 350,7,9,1,1,3.5,107800,6,0,2,4-5,0,7,12
12699,16399,691.0,HONDA,FIT,3,3,1,5,1.3,79363,4,0,1,4-5,0,1,4
12700,12560,906.8381278879118,TOYOTA,Prius,12,3,1,2,1.5,248392,4,0,1,4-5,0,1,4
12701,18660,906.8381278879118,HYUNDAI,Veloster remix,7,3,0,5,1.6,70400,4,2,1,4-5,0,15,8
12702,27435,1211.0,JAGUAR,XF,10,9,1,1,3,163024,4,0,1,4-5,0,14,4
12703,37125,640.0,HYUNDAI,Santa FE,7,4,1,1,2,146740,4,0,1,4-5,0,7,4
12704,21169,906.8381278879118,TOYOTA,Prius,8,3,1,2,1.8,160000,4,0,1,4-5,0,14,12
12705,4500,906.8381278879118,CHRYSLER,PT Cruiser,14,3,1,5,2.5,1000,6,0,1,4-5,0,15,4
12706,15681,906.8381278879118,TOYOTA,Aqua s,7,3,0,2,1.5,120000,4,0,1,4-5,1,14,12
12707,17876,1195.0,FORD,Transit,12,6,0,1,2.2 Turbo,150000,4,1,1,4-5,0,12,2
12708,16621,750.0,CHEVROLET,Malibu,5,9,1,1,2,61260,4,0,1,4-5,0,14,4
12709,28357,777.0,HYUNDAI,H1,6,7,1,1,2.5,151780,4,0,1,4-5,0,12,4
12710,14856,639.0,CHEVROLET,Cruze,6,9,1,1,2,123850,4,0,1,4-5,0,2,4
12711,25299,629.0,HYUNDAI,Elantra,5,9,1,5,1.6,48424,4,0,1,4-5,0,12,4
12712,14113,906.8381278879118,TOYOTA,Aqua,7,3,0,2,1.5,104000,4,0,1,4-5,1,11,6
12713,31449,911.0,HYUNDAI,Santa FE,10,4,1,1,2.2,121302,4,0,1,4-5,0,7,4
12714,5331,906.8381278879118,NISSAN,Rasheen,20,3,0,5,1.5,186000,4,0,0,4-5,1,14,2
12715,28539,906.8381278879118,BMW,X5,11,4,1,5,4.8,136000,8,2,0,4-5,0,1,12
12716,55901,971.0,SSANGYONG,REXTON,4,4,1,1,2.2,100000,4,0,1,4-5,0,12,4
12717,10976,906.8381278879118,AUDI,A4 B7,12,9,1,5,2.0 Turbo,226000,4,2,0,4-5,0,7,8
12718,51373,891.0,HYUNDAI,Santa FE,4,4,1,1,2,111830,4,0,1,4-5,0,7,4
12719,50178,906.8381278879118,BMW,428,6,1,1,5,2.0 Turbo,70000,4,2,2,2-3,0,1,10
12720,15994,2156.0,MERCEDES-BENZ,CLK 240,18,1,1,5,2.6,119000,6,0,2,2-3,0,14,8
12721,6899,874.0,VOLKSWAGEN,UP,7,3,0,5,1,7914,4,2,1,2-3,1,11,8
12722,7213,906.8381278879118,NISSAN,Note,15,9,0,5,1.5,171436,4,3,1,4-5,1,12,0
12723,7370,906.8381278879118,HONDA,FIT,19,3,0,5,1.3,95000,4,0,1,>5,1,12,4
12724,5959,394.0,TOYOTA,Camry,6,9,1,2,2.5,0,4,0,1,4-5,0,1,12
12725,38574,934.0,HYUNDAI,H1,5,10,1,4,2.5,132320,4,0,1,4-5,0,12,4
12726,10976,746.0,TOYOTA,Prius,11,3,0,2,1.5,200533,4,0,1,4-5,0,12,10
12727,8781,906.8381278879118,MITSUBISHI,Lancer,13,9,0,5,2,196800,4,0,1,4-5,0,6,2
12728,26971,1055.0,MERCEDES-BENZ,C 350,7,9,1,5,3.5,107200,6,2,0,4-5,0,7,10
12729,18669,862.0,HYUNDAI,H1,9,7,1,1,2.5,65564,4,0,1,4-5,0,12,4
12730,4547,906.8381278879118,FIAT,Seicento fiat 600,22,9,0,5,0.9,151000,4,1,1,2-3,0,6,0
12731,4547,475.0,CHEVROLET,Volt,8,3,1,2,1.4,162190,4,0,1,4-5,0,2,0
12732,29793,1077.0,TOYOTA,CHR,1,4,1,5,2,4330,4,0,1,4-5,0,14,12
12733,58018,1079.0,HYUNDAI,Santa FE,2,4,1,1,2,17245,4,0,1,4-5,0,14,4
12734,2200,906.8381278879118,UAZ,31514,52,4,1,0,2.4,2147483647,4,1,0,4-5,0,1,10
12735,7997,1091.0,TOYOTA,RAV 4,4,4,1,5,2.5,95762,4,0,0,4-5,0,1,12
12736,26657,906.8381278879118,NISSAN,Juke nismo,7,4,0,5,1.6 Turbo,68800,4,1,1,4-5,0,1,8
12737,20266,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,133770,4,0,1,4-5,0,7,4
12738,5175,1172.0,MERCEDES-BENZ,E 350,9,9,1,1,3.5,140944,6,0,2,4-5,0,14,12
12740,50805,1327.0,MAZDA,Mazda 6,2,9,1,5,2.5,53277,4,0,1,4-5,0,7,0
12741,1725,1017.0,HYUNDAI,Elantra,3,9,1,5,2,47914,4,0,1,4-5,0,14,12
12742,16935,906.8381278879118,TOYOTA,Prius,10,3,1,2,1.8,196000,4,3,1,4-5,0,7,12
12743,17249,906.8381278879118,VOLKSWAGEN,Touareg,14,4,1,5,3.6,155214,6,2,0,4-5,0,1,12
12744,18817,781.0,TOYOTA,Camry,8,9,0,5,2.5,148000,4,2,1,4-5,0,7,12
12745,9500,906.8381278879118,TOYOTA,Corolla,10,9,0,4,1.8,140000,4,0,1,4-5,0,4,8
12746,40769,906.8381278879118,SUZUKI,Vitara,2,4,0,5,1.6,48600,4,1,0,4-5,0,14,6
12747,14269,1053.0,TOYOTA,Sienna,6,9,1,5,3.5,0,6,0,1,4-5,0,7,12
12748,39201,906.8381278879118,BMW,435,5,1,1,5,3.0 Turbo,56000,6,2,2,2-3,0,1,12
12749,17249,906.8381278879118,TOYOTA,Prius C 2013,7,3,0,2,1.5,110000,4,0,1,4-5,0,12,12
12750,137885,2566.0,FORD,Mustang,2,1,1,5,5,15305,4,0,1,4-5,0,1,4
12751,2800,906.8381278879118,VOLKSWAGEN,Golf,27,3,0,1,1.9 Turbo,237580,4,1,1,4-5,0,6,4
12752,17562,1356.0,LEXUS,GX 470,6,4,1,5,4.6,146218,8,0,0,4-5,0,1,0
12753,4861,1058.0,MERCEDES-BENZ,E 350,8,9,1,1,3.5,128202,6,0,2,4-5,0,1,12
12754,9408,919.0,BMW,X5,8,4,1,1,3,149520,6,0,0,4-5,0,7,0
12755,3293,645.0,LEXUS,CT 200h,9,3,1,2,1.8,224267,4,0,1,4-5,0,12,0
12756,2274,394.0,TOYOTA,Camry,6,9,1,2,2.5,128739,4,0,1,4-5,0,6,12
12757,48998,765.0,HYUNDAI,Santa FE,5,4,1,1,2,88829,4,0,1,4-5,0,14,4
12758,32929,1172.0,MERCEDES-BENZ,E 350 4 matic,9,9,1,5,3.5,108000,6,2,0,4-5,0,1,12
12759,14454,583.0,HYUNDAI,Elantra,9,9,1,5,1.6,158787,4,0,1,4-5,0,12,4
12760,10036,906.8381278879118,TOYOTA,Vitz,13,9,0,5,1,1111111,3,0,1,4-5,1,12,4
12761,1019,1104.0,BMW,X5,5,4,1,1,3,196614,6,0,0,4-5,0,1,0
12762,15053,749.0,TOYOTA,Camry,6,9,0,5,2.4,0,4,0,1,4-5,0,1,0
12763,46251,1249.0,HYUNDAI,H1,3,10,1,1,2.5,83138,4,0,1,4-5,0,7,4
12764,6586,906.8381278879118,MITSUBISHI,Pajero IO,21,4,0,0,2,152000,4,0,0,2-3,0,14,4
12769,13172,521.0,CHEVROLET,Cruze RS,9,9,1,5,1.4 Turbo,135000,4,0,1,>5,0,11,12
12770,15681,761.0,TOYOTA,Prius,10,3,0,2,1.8,396800,4,0,1,4-5,0,1,4
12771,11604,906.8381278879118,MERCEDES-BENZ,C 270,19,9,1,1,2.7 Turbo,340000,5,2,2,4-5,0,1,8
12772,6743,961.0,CHEVROLET,Cruze,11,9,1,1,2,64274,4,0,1,4-5,0,1,4
12773,7213,1163.0,TOYOTA,Vitz,10,3,0,5,1.0 Turbo,133000,4,0,1,4-5,1,1,8
12774,3763,906.8381278879118,BMW,316,26,1,0,5,1.6,262000,4,1,2,4-5,0,11,2
12775,31361,1172.0,MERCEDES-BENZ,E 350 AMG,9,9,1,5,3.5,102000,6,2,0,4-5,0,12,12
12776,17249,642.0,HYUNDAI,Sonata,8,9,1,5,2,120480,4,2,1,4-5,0,14,12
12777,24462,779.0,TOYOTA,Camry,7,9,1,5,2.5,99200,4,0,1,4-5,0,1,10
12778,16308,531.0,HYUNDAI,Elantra,8,9,1,5,1.6,165294,4,0,1,4-5,0,12,4
12779,39201,517.0,TOYOTA,Highlander,6,9,1,2,3.5,166560,6,0,0,4-5,0,1,12
12780,30282,770.0,HYUNDAI,Tucson,4,4,1,1,1.7,156000,4,0,1,4-5,0,12,4
12781,1411,751.0,KIA,Optima,7,9,1,5,2.4,237877,4,0,1,4-5,0,2,12
12782,4704,906.8381278879118,VOLKSWAGEN,Passat,19,9,1,4,1.8 Turbo,0,4,1,1,4-5,0,7,0
12783,2587,382.0,FORD,Fusion,5,9,1,2,2,88795,4,0,1,4-5,0,1,0
12785,11290,531.0,NISSAN,Versa,8,9,0,5,1.6,12000,4,0,1,4-5,0,1,8
12786,6899,906.8381278879118,OPEL,Vectra,20,10,0,5,1.6,13000,4,1,1,4-5,0,5,0
12788,10349,878.0,CHEVROLET,Cruze,11,9,0,5,1.8,53000,4,2,1,4-5,0,7,12
12789,39750,831.0,SSANGYONG,Actyon,3,4,1,1,1.6,48064,4,0,1,4-5,0,11,4
12790,28927,707.0,HYUNDAI,Santa FE,9,4,1,1,2,121581,4,0,1,4-5,0,7,4
12792,5018,906.8381278879118,BMW,318,21,3,0,5,1.8,300000,4,1,2,2-3,0,0,6
12793,10036,906.8381278879118,FORD,Escape HYBRID,12,4,1,2,2.3,313600,4,0,0,4-5,0,2,6
12794,23834,1141.0,FORD,Transit,11,6,0,1,2.4 Turbo,0,4,1,2,4-5,0,15,2
12796,52066,1091.0,CHEVROLET,Impala,4,9,1,5,2.5,62735,4,0,1,4-5,0,1,4
12797,12858,585.0,HYUNDAI,Elantra,7,3,0,5,1.8,106000,4,0,1,4-5,0,1,8
12798,3293,1017.0,HYUNDAI,Elantra,3,9,1,5,2,137997,4,0,1,4-5,0,2,12
12799,10036,639.0,HYUNDAI,Sonata,6,9,1,4,2,421703,4,0,1,4-5,0,12,4
12800,21326,906.8381278879118,PEUGEOT,508,6,9,1,5,1.6 Turbo,74000,4,0,1,4-5,0,14,4
12801,5959,906.8381278879118,SUBARU,Forester,17,2,0,0,2.0 Turbo,200000,4,2,0,4-5,1,12,0
12802,5645,810.0,NISSAN,Sentra,4,9,1,5,1.8,52126,4,0,1,4-5,0,7,12
12803,16621,906.8381278879118,TOYOTA,Prius,10,3,0,2,1.8,154000,4,3,1,4-5,0,14,6
12805,38260,1202.0,HYUNDAI,Santa FE,3,4,0,5,2.4,49000,4,2,1,4-5,0,12,12
12806,17719,781.0,HYUNDAI,H1,8,7,1,1,2.5,52600,4,0,1,4-5,0,14,4
12807,30082,765.0,CHEVROLET,Orlando,5,4,1,1,2,55838,4,0,1,4-5,0,3,4
12808,23521,642.0,VOLKSWAGEN,Tiguan,8,4,1,5,2.0 Turbo,150400,4,0,1,4-5,0,14,12
12809,3136,1053.0,NISSAN,Maxima,6,9,1,5,3.5,150752,6,0,1,4-5,0,14,12
12810,16621,906.8381278879118,VOLKSWAGEN,Touareg,15,4,1,0,3.2,140000,6,2,0,4-5,0,12,10
12811,16151,862.0,HYUNDAI,H1,9,7,1,1,2.5,66597,4,0,1,4-5,0,12,4
12812,8781,397.0,TOYOTA,Prius,4,3,1,2,1.8,101357,4,0,1,4-5,0,14,12
12813,9408,906.8381278879118,BMW,520,19,9,1,1,2.0 Turbo,0,4,1,2,4-5,0,12,10
12814,4861,639.0,SUBARU,XV,6,4,1,5,2,236198,4,0,0,4-5,0,14,0
12815,47042,891.0,AUDI,Q5,4,4,1,5,2,67133,4,0,0,4-5,0,1,0
12816,26500,924.0,HONDA,Hr-v EX,3,4,0,5,1.8,19211,4,0,0,4-5,0,1,8
12817,7850,961.0,CHEVROLET,Captiva,11,4,1,1,2,72538,4,0,1,4-5,0,1,4
12818,13172,906.8381278879118,HONDA,Insight,7,3,0,2,1.3,138000,4,3,1,4-5,1,12,6
12819,13172,906.8381278879118,FORD,Fusion,10,9,0,5,2.5,0,4,0,1,4-5,0,11,6
12822,18817,586.0,TOYOTA,Prius,8,3,0,2,1.8,197619,4,0,1,4-5,0,7,0
12823,12858,586.0,HYUNDAI,Elantra,8,9,0,5,1.8,156800,4,0,1,4-5,0,1,6
12825,18817,906.8381278879118,MERCEDES-BENZ,E 350,13,9,1,5,3.5,215000,6,2,0,4-5,0,14,8
12826,18817,906.8381278879118,MERCEDES-BENZ,Vito 111 CDI,13,7,0,1,2.2 Turbo,22004,4,1,2,2-3,0,14,2
12827,14897,584.0,SCION,xD,6,3,0,5,1.8,77000,4,0,1,4-5,0,7,12
12829,29774,639.0,HYUNDAI,Tucson,6,4,1,1,2,162973,4,0,1,4-5,0,12,4
12830,29793,1053.0,MERCEDES-BENZ,E 350,6,9,1,1,3.5,219030,6,0,0,4-5,0,1,12
12831,34497,1058.0,LEXUS,RX 350,8,4,1,5,3.5,174400,6,2,1,4-5,0,7,10
12832,20385,779.0,TOYOTA,Camry,7,9,1,5,2.5,95000,4,2,1,4-5,0,1,12
12833,12544,650.0,CHEVROLET,Cruze,4,9,0,5,1.4,119709,4,0,1,4-5,0,7,0
12834,6743,1099.0,HYUNDAI,Grandeur,10,9,1,4,2.7,66000,4,0,1,4-5,0,1,4
12835,6272,906.8381278879118,OPEL,Astra,20,2,0,1,2.0 Turbo,0,4,1,1,4-5,0,12,2
12837,35752,906.8381278879118,INFINITI,G37,9,0,1,5,3.7,92800,6,2,2,2-3,0,7,8
12838,17249,906.8381278879118,BMW,X5,19,4,1,0,4.4,232000,8,2,0,>5,0,1,8
12840,2666,382.0,FORD,Fusion,5,9,1,2,2,100747,4,0,1,4-5,0,6,0
12841,18033,583.0,FORD,EcoSport,2,4,0,5,1.0 Turbo,8813,3,0,0,4-5,0,11,8
12843,20071,831.0,HYUNDAI,Elantra,3,9,1,1,1.6,40177,4,0,1,4-5,0,14,4
12844,14426,906.8381278879118,BMW,530,15,9,1,5,3,15000,6,2,2,4-5,0,7,6
12845,1019,1055.0,LEXUS,RX 450,7,4,1,2,3.5,138038,6,0,1,4-5,0,14,12
12846,12544,765.0,HYUNDAI,Sonata,5,9,1,4,2,539937,4,0,1,4-5,0,8,4
12848,64290,1086.0,PORSCHE,Cayenne,8,4,1,5,3.6,98000,6,2,0,4-5,0,1,12
12851,28438,595.0,TOYOTA,Aqua,5,3,1,5,1.5,28730,4,0,1,4-5,0,1,4
12852,12388,1399.0,MERCEDES-BENZ,E 350,10,9,1,1,3.5,189530,6,0,0,4-5,0,1,12
12853,16621,638.0,KIA,Optima,6,9,1,5,2,40067,4,0,1,4-5,0,12,4
12855,15053,765.0,VOLKSWAGEN,Jetta,5,9,0,5,2,98775,4,0,1,4-5,0,14,12
12857,8311,906.8381278879118,MERCEDES-BENZ,ML 270,19,4,1,1,2.7 Turbo,308000,5,2,0,4-5,0,2,10
12859,6500,906.8381278879118,MERCEDES-BENZ,E 200,23,9,0,5,2,250000,4,1,2,4-5,0,1,6
12861,9722,1267.0,TOYOTA,Aqua,7,3,0,2,1.5,104000,4,0,1,4-5,1,13,4
12862,12231,906.8381278879118,FIAT,500,8,1,0,5,1.4,80000,4,1,1,2-3,0,1,6
12864,7997,906.8381278879118,VOLKSWAGEN,Passat B5,17,9,1,5,1.8 Turbo,139000,4,2,1,4-5,0,1,8
12865,25889,528.0,HYUNDAI,Elantra,6,9,1,5,1.6,79000,4,0,1,4-5,0,11,4
12866,16935,638.0,KIA,Optima,6,9,1,5,2,44768,4,0,1,4-5,0,12,4
12867,60213,906.8381278879118,MERCEDES-BENZ,C 300,5,9,0,5,2.0 Turbo,20000,4,2,2,4-5,0,1,12
12868,2038,1018.0,MERCEDES-BENZ,C 300,9,9,1,5,3,304082,6,0,2,4-5,0,14,12
12869,57990,765.0,SSANGYONG,REXTON,5,4,1,1,2,38051,4,0,1,4-5,0,1,4
12870,43655,1091.0,HYUNDAI,H1,4,10,1,1,2.5,145631,4,0,1,4-5,0,1,4
12871,7213,906.8381278879118,NISSAN,Note,15,9,0,4,1.5,2000,4,0,1,4-5,1,2,2
12872,23521,640.0,FORD,Fusion,7,9,1,2,2,113523,4,0,1,4-5,0,1,12
12875,24386,707.0,HYUNDAI,Tucson,9,4,1,1,2,134797,4,0,1,4-5,0,12,4
12876,14113,906.8381278879118,FORD,Transit,14,6,0,1,2.2,123556,6,1,1,4-5,0,0,0
12877,19130,586.0,TOYOTA,Prius,8,3,1,2,1.8,117900,4,0,1,4-5,0,12,8
12878,18817,1832.0,MERCEDES-BENZ,Vito,15,7,1,1,2.2 Turbo,275000,4,1,2,4-5,0,2,4
12880,21316,503.0,TOYOTA,Aqua,8,3,1,5,1.5,33395,4,0,1,4-5,0,12,4
12881,8781,442.0,TOYOTA,Prius,3,3,1,2,1.8,19109,4,0,1,4-5,0,12,12
12882,22000,906.8381278879118,TOYOTA,Corolla,7,9,0,5,1.3,38265,4,1,1,4-5,0,12,8
12883,10036,906.8381278879118,TOYOTA,RAV 4,19,4,1,5,2,202000,4,0,0,4-5,0,12,0
12884,34419,640.0,SSANGYONG,REXTON,7,4,1,1,2,95430,4,0,1,4-5,0,12,4
12885,8781,906.8381278879118,MERCEDES-BENZ,C 280,23,9,1,5,2.8,200000,6,0,2,4-5,0,1,16
12887,2744,751.0,HYUNDAI,Sonata,7,9,1,2,2.4,126690,4,0,1,4-5,0,12,0
12888,7527,906.8381278879118,VOLKSWAGEN,Polo GTI 16V,20,3,0,5,1.6,119000,4,1,1,4-5,1,1,4
12889,14113,528.0,HYUNDAI,Elantra,6,9,1,1,1.6,32844,4,0,1,4-5,0,14,4
12890,16621,1017.0,MERCEDES-BENZ,E 300,3,9,1,5,2,70880,4,0,2,4-5,0,12,12
12891,15053,906.8381278879118,FORD,Transit,22,6,0,1,2.5 Turbo,300000,4,1,2,4-5,0,14,6
12892,31047,906.8381278879118,SUBARU,XV HYBRID,7,4,1,2,2,63200,4,3,0,4-5,0,14,8
12895,7997,1850.0,LEXUS,RX 400,12,4,1,2,3.5,244731,6,0,1,4-5,0,1,12
12896,23433,891.0,HYUNDAI,Sonata,4,9,1,4,2,88900,4,0,1,4-5,0,14,4
12897,6899,891.0,MERCEDES-BENZ,C 300,4,9,1,5,2,26096,4,0,2,4-5,0,14,12
12898,15681,642.0,FORD,C-MAX,8,3,0,2,2,74500,4,0,1,4-5,0,14,6
12899,18189,862.0,TOYOTA,Camry,9,9,0,5,2.5,147037,4,0,1,4-5,0,12,6
12900,20385,906.8381278879118,HYUNDAI,Sonata Hybrid,8,9,1,3,2.4,116800,6,2,1,4-5,0,7,8
12901,16621,749.0,KIA,Optima,6,9,1,5,2.4,93000,4,2,1,4-5,0,1,10
12902,43278,906.8381278879118,FORD,Mustang,4,1,0,5,2.3 Turbo,111000,4,1,2,2-3,0,11,6
12903,11447,843.0,TOYOTA,Prius,12,9,0,2,1.5,170000,4,0,1,4-5,0,1,8
12904,4077,906.8381278879118,VOLKSWAGEN,Golf,23,3,0,0,1.8,999999999,4,1,1,4-5,0,4,0
12905,70562,906.8381278879118,BMW,X6 GERMANY,11,4,1,5,4.4 Turbo,173000,8,2,0,4-5,0,14,12
12907,15994,906.8381278879118,TOYOTA,Prius,10,3,0,2,1.8,182000,4,3,1,4-5,0,12,0
12908,54926,640.0,FORD,Explorer,7,4,1,5,2,90352,4,0,1,4-5,0,12,4
12909,53314,1077.0,TOYOTA,CHR,1,4,1,5,2,17600,4,3,1,4-5,0,7,10
12910,13589,528.0,HYUNDAI,Accent,6,9,1,1,1.6,150743,4,0,1,4-5,0,12,4
12911,4500,906.8381278879118,MAZDA,323 F,25,3,1,5,1.5,147000,4,1,1,4-5,0,12,2
12913,41340,1514.0,LEXUS,LS 460,9,9,1,5,4.6,188121,4,0,1,4-5,0,1,4
12914,47669,1017.0,MERCEDES-BENZ,GLA 250,3,4,1,5,2,55704,4,0,0,4-5,0,1,0
12915,10036,906.8381278879118,NISSAN,Tiida,15,3,1,5,1.5,0,4,0,1,4-5,0,12,4
12918,18189,777.0,TOYOTA,Camry,6,9,0,5,2.5,104000,4,2,1,4-5,0,14,4
12919,2666,1018.0,MERCEDES-BENZ,ML 350,9,4,1,1,3,0,6,0,0,4-5,0,1,12
12920,11917,640.0,FORD,Escape,7,4,1,5,2,151000,4,0,0,4-5,0,12,12
12921,13172,893.0,OPEL,Zafira,12,10,0,0,1.6,175453,4,1,1,4-5,0,12,8
12922,29122,934.0,HYUNDAI,H1,5,10,1,1,2.5,238518,4,0,1,4-5,0,7,4
12923,29583,770.0,HYUNDAI,Tucson,4,4,1,1,1.7,162093,4,0,1,4-5,0,2,4
12924,6272,906.8381278879118,LEXUS,RX 300,20,4,1,0,3,145000,6,0,0,4-5,0,12,4
12925,9408,640.0,KIA,Optima,7,9,1,5,2,45156,4,0,1,4-5,0,14,4
12927,9095,906.8381278879118,VOLKSWAGEN,Jetta,16,9,1,1,1.9 Turbo,127000,4,1,1,4-5,0,7,6
12928,29793,906.8381278879118,MERCEDES-BENZ,Sprinter,8,6,1,1,3.2 Turbo,195000,5,2,2,4-5,0,14,8
12929,7840,986.0,SUZUKI,Kizashi,10,9,0,5,2.4,128000,4,2,0,4-5,0,13,12
12930,18900,645.0,TOYOTA,Prius,9,3,1,2,1.8,89900,4,0,1,4-5,0,0,8
